S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
517,25-10-2020,Andaman and Nicobar Islands,4225,199,3968,58
518,26-10-2020,Andaman and Nicobar Islands,4245,204,3983,58
519,27-10-2020,Andaman and Nicobar Islands,4253,198,3997,58
520,28-10-2020,Andaman and Nicobar Islands,4274,197,4019,58
521,29-10-2020,Andaman and Nicobar Islands,4289,192,4039,58
522,30-10-2020,Andaman and Nicobar Islands,4305,192,4054,59
523,31-10-2020,Andaman and Nicobar Islands,4317,182,4076,59
524,01-11-2020,Andaman and Nicobar Islands,4332,173,4100,59
525,02-11-2020,Andaman and Nicobar Islands,4340,168,4112,60
526,03-11-2020,Andaman and Nicobar Islands,4352,160,4132,60
527,04-11-2020,Andaman and Nicobar Islands,4372,159,4153,60
528,05-11-2020,Andaman and Nicobar Islands,4389,166,4163,60
529,06-11-2020,Andaman and Nicobar Islands,4403,168,4175,60
530,07-11-2020,Andaman and Nicobar Islands,4420,166,4194,60
531,08-11-2020,Andaman and Nicobar Islands,4441,175,4206,60
532,09-11-2020,Andaman and Nicobar Islands,4450,169,4221,60
533,10-11-2020,Andaman and Nicobar Islands,4463,164,4239,60
534,11-11-2020,Andaman and Nicobar Islands,4477,162,4255,60
535,12-11-2020,Andaman and Nicobar Islands,4494,167,4267,60
536,13-11-2020,Andaman and Nicobar Islands,4507,164,4282,61
537,14-11-2020,Andaman and Nicobar Islands,4518,153,4304,61
538,15-11-2020,Andaman and Nicobar Islands,4527,151,4315,61
539,16-11-2020,Andaman and Nicobar Islands,4536,145,4330,61
540,17-11-2020,Andaman and Nicobar Islands,4557,150,4346,61
541,18-11-2020,Andaman and Nicobar Islands,4574,150,4363,61
542,19-11-2020,Andaman and Nicobar Islands,4593,154,4378,61
543,20-11-2020,Andaman and Nicobar Islands,4604,145,4398,61
544,21-11-2020,Andaman and Nicobar Islands,4617,148,4408,61
545,22-11-2020,Andaman and Nicobar Islands,4631,142,4428,61
546,23-11-2020,Andaman and Nicobar Islands,4641,140,4440,61
547,24-11-2020,Andaman and Nicobar Islands,4656,142,4453,61
548,25-11-2020,Andaman and Nicobar Islands,4667,142,4464,61
549,26-11-2020,Andaman and Nicobar Islands,4677,137,4479,61
550,27-11-2020,Andaman and Nicobar Islands,4682,130,4491,61
551,28-11-2020,Andaman and Nicobar Islands,4689,120,4508,61
552,29-11-2020,Andaman and Nicobar Islands,4698,119,4518,61
553,30-11-2020,Andaman and Nicobar Islands,4704,106,4537,61
554,01-12-2020,Andaman and Nicobar Islands,4710,99,4550,61
555,02-12-2020,Andaman and Nicobar Islands,4718,91,4566,61
556,03-12-2020,Andaman and Nicobar Islands,4723,79,4583,61
557,04-12-2020,Andaman and Nicobar Islands,4729,71,4597,61
558,05-12-2020,Andaman and Nicobar Islands,4742,70,4611,61
559,06-12-2020,Andaman and Nicobar Islands,4747,70,4616,61
560,07-12-2020,Andaman and Nicobar Islands,4758,73,4624,61
561,08-12-2020,Andaman and Nicobar Islands,4773,81,4631,61
562,09-12-2020,Andaman and Nicobar Islands,4778,70,4647,61
563,10-12-2020,Andaman and Nicobar Islands,4783,75,4647,61
564,11-12-2020,Andaman and Nicobar Islands,4791,78,4652,61
565,12-12-2020,Andaman and Nicobar Islands,4798,78,4659,61
566,13-12-2020,Andaman and Nicobar Islands,4805,79,4665,61
567,14-12-2020,Andaman and Nicobar Islands,4818,84,4673,61
568,15-12-2020,Andaman and Nicobar Islands,4834,92,4681,61
569,17-12-2020,Andaman and Nicobar Islands,4850,91,4698,61
570,18-12-2020,Andaman and Nicobar Islands,4860,92,4707,61
571,19-12-2020,Andaman and Nicobar Islands,4869,96,4712,61
572,20-12-2020,Andaman and Nicobar Islands,4875,95,4719,61
573,21-12-2020,Andaman and Nicobar Islands,4881,88,4732,61
574,22-12-2020,Andaman and Nicobar Islands,4888,86,4740,62
575,23-12-2020,Andaman and Nicobar Islands,4893,82,4749,62
576,24-12-2020,Andaman and Nicobar Islands,4896,73,4761,62
577,25-12-2020,Andaman and Nicobar Islands,4901,64,4775,62
578,26-12-2020,Andaman and Nicobar Islands,4912,69,4781,62
579,27-12-2020,Andaman and Nicobar Islands,4912,61,4789,62
580,28-12-2020,Andaman and Nicobar Islands,4924,64,4798,62
581,29-12-2020,Andaman and Nicobar Islands,4929,64,4803,62
582,30-12-2020,Andaman and Nicobar Islands,4936,63,4811,62
583,31-12-2020,Andaman and Nicobar Islands,4941,59,4820,62
584,03-01-2121,Andaman and Nicobar Islands,4947,48,4837,62
585,04-01-2121,Andaman and Nicobar Islands,4948,40,4846,62
586,05-01-2121,Andaman and Nicobar Islands,4948,38,4848,62
587,06-01-2121,Andaman and Nicobar Islands,4949,31,4856,62
588,07-01-2121,Andaman and Nicobar Islands,4949,28,4859,62
589,08-01-2121,Andaman and Nicobar Islands,4958,32,4864,62
590,09-01-2121,Andaman and Nicobar Islands,4959,31,4866,62
591,10-01-2121,Andaman and Nicobar Islands,4959,24,4873,62
592,11-01-2121,Andaman and Nicobar Islands,4960,23,4875,62
593,12-01-2121,Andaman and Nicobar Islands,4963,17,4884,62
594,12-03-2020,Andhra Pradesh,1,1,0,0
595,13-03-2020,Andhra Pradesh,1,1,0,0
596,14-03-2020,Andhra Pradesh,1,1,0,0
597,15-03-2020,Andhra Pradesh,1,1,0,0
598,16-03-2020,Andhra Pradesh,1,1,0,0
599,17-03-2020,Andhra Pradesh,1,1,0,0
600,18-03-2020,Andhra Pradesh,1,1,0,0
601,19-03-2020,Andhra Pradesh,1,1,0,0
602,20-03-2020,Andhra Pradesh,2,2,0,0
603,21-03-2020,Andhra Pradesh,3,3,0,0
604,22-03-2020,Andhra Pradesh,5,5,0,0
605,23-03-2020,Andhra Pradesh,7,7,0,0
606,24-03-2020,Andhra Pradesh,7,7,0,0
607,25-03-2020,Andhra Pradesh,8,8,0,0
608,26-03-2020,Andhra Pradesh,11,10,1,0
609,27-03-2020,Andhra Pradesh,12,11,1,0
610,28-03-2020,Andhra Pradesh,14,13,1,0
611,29-03-2020,Andhra Pradesh,14,13,1,0
612,30-03-2020,Andhra Pradesh,19,18,1,0
613,31-03-2020,Andhra Pradesh,40,39,1,0
614,01-04-2020,Andhra Pradesh,83,82,1,0
615,02-04-2020,Andhra Pradesh,86,84,1,1
616,03-04-2020,Andhra Pradesh,132,130,1,1
617,04-04-2020,Andhra Pradesh,161,159,1,1
618,05-04-2020,Andhra Pradesh,161,159,1,1
619,06-04-2020,Andhra Pradesh,226,222,1,3
620,07-04-2020,Andhra Pradesh,266,262,1,3
621,08-04-2020,Andhra Pradesh,305,300,1,4
622,09-04-2020,Andhra Pradesh,348,338,6,4
623,10-04-2020,Andhra Pradesh,348,338,6,4
624,11-04-2020,Andhra Pradesh,363,350,7,6
625,12-04-2020,Andhra Pradesh,381,364,11,6
626,13-04-2020,Andhra Pradesh,427,409,11,7
627,14-04-2020,Andhra Pradesh,432,414,11,7
628,15-04-2020,Andhra Pradesh,483,458,16,9
629,16-04-2020,Andhra Pradesh,525,491,20,14
630,17-04-2020,Andhra Pradesh,534,500,20,14
631,18-04-2020,Andhra Pradesh,572,522,36,14
632,19-04-2020,Andhra Pradesh,603,546,42,15
633,20-04-2020,Andhra Pradesh,646,589,42,15
634,21-04-2020,Andhra Pradesh,722,610,92,20
635,22-04-2020,Andhra Pradesh,757,639,96,22
636,23-04-2020,Andhra Pradesh,813,669,120,24
637,24-04-2020,Andhra Pradesh,895,727,141,27
638,25-04-2020,Andhra Pradesh,955,781,145,29
639,26-04-2020,Andhra Pradesh,1061,859,171,31
640,27-04-2020,Andhra Pradesh,1097,835,231,31
641,28-04-2020,Andhra Pradesh,1183,917,235,31
642,29-04-2020,Andhra Pradesh,1259,970,258,31
643,30-04-2020,Andhra Pradesh,1332,1014,287,31
644,01-05-2020,Andhra Pradesh,1403,1051,321,31
645,02-05-2020,Andhra Pradesh,1463,1027,403,33
646,03-05-2020,Andhra Pradesh,1525,1051,441,33
647,04-05-2020,Andhra Pradesh,1583,1062,488,33
648,05-05-2020,Andhra Pradesh,1650,1090,524,36
649,06-05-2020,Andhra Pradesh,1717,1092,589,36
650,07-05-2020,Andhra Pradesh,1777,1012,729,36
651,08-05-2020,Andhra Pradesh,1847,1029,780,38
652,09-05-2020,Andhra Pradesh,1887,1004,842,41
653,10-05-2020,Andhra Pradesh,1930,999,887,44
654,11-05-2020,Andhra Pradesh,1980,1010,925,45
655,12-05-2020,Andhra Pradesh,2018,998,975,45
656,13-05-2020,Andhra Pradesh,2090,988,1056,46
657,14-05-2020,Andhra Pradesh,2137,948,1142,47
658,15-05-2020,Andhra Pradesh,2205,965,1192,48
659,16-05-2020,Andhra Pradesh,2307,1007,1252,48
660,17-05-2020,Andhra Pradesh,2355,953,1353,49
661,18-05-2020,Andhra Pradesh,2407,901,1456,50
662,19-05-2020,Andhra Pradesh,2474,872,1552,50
663,20-05-2020,Andhra Pradesh,2532,859,1621,52
664,21-05-2020,Andhra Pradesh,2602,909,1640,53
665,22-05-2020,Andhra Pradesh,2647,885,1709,53
666,23-05-2020,Andhra Pradesh,2709,891,1763,55
667,24-05-2020,Andhra Pradesh,2757,892,1809,56
668,25-05-2020,Andhra Pradesh,2823,911,1856,56
669,26-05-2020,Andhra Pradesh,3110,1158,1896,56
670,27-05-2020,Andhra Pradesh,3171,1105,2009,57
671,28-05-2020,Andhra Pradesh,3171,1056,2057,58
672,29-05-2020,Andhra Pradesh,3251,1067,2125,59
673,30-05-2020,Andhra Pradesh,3436,1150,2226,60
674,31-05-2020,Andhra Pradesh,3569,1220,2289,60
675,01-06-2020,Andhra Pradesh,3679,1268,2349,62
676,02-06-2020,Andhra Pradesh,3783,1341,2378,64
677,03-06-2020,Andhra Pradesh,3898,1413,2421,64
678,04-06-2020,Andhra Pradesh,4080,1546,2466,68
679,05-06-2020,Andhra Pradesh,4223,1613,2539,71
680,06-06-2020,Andhra Pradesh,4303,1654,2576,73
681,07-06-2020,Andhra Pradesh,4510,1817,2620,73
682,08-06-2020,Andhra Pradesh,4708,1951,2682,75
683,09-06-2020,Andhra Pradesh,4851,2031,2745,75
684,10-06-2020,Andhra Pradesh,5070,2191,2802,77
685,11-06-2020,Andhra Pradesh,5269,2292,2899,78
686,12-06-2020,Andhra Pradesh,5429,2301,3048,80
687,13-06-2020,Andhra Pradesh,5680,2495,3105,80
688,14-06-2020,Andhra Pradesh,5965,2688,3195,82
689,15-06-2020,Andhra Pradesh,6163,2765,3314,84
690,16-06-2020,Andhra Pradesh,6456,3052,3316,88
691,17-06-2020,Andhra Pradesh,6841,3244,3509,88
692,18-06-2020,Andhra Pradesh,7071,3340,3641,90
693,19-06-2020,Andhra Pradesh,7518,3637,3789,92
694,20-06-2020,Andhra Pradesh,7961,3948,3917,96
695,21-06-2020,Andhra Pradesh,8452,4240,4111,101
696,22-06-2020,Andhra Pradesh,8999,4562,4331,106
697,23-06-2020,Andhra Pradesh,9372,4766,4495,111
698,24-06-2020,Andhra Pradesh,10002,5284,4599,119
699,25-06-2020,Andhra Pradesh,10331,5428,4779,124
700,26-06-2020,Andhra Pradesh,10884,5760,4988,136
701,27-06-2020,Andhra Pradesh,11489,6145,5196,148
702,28-06-2020,Andhra Pradesh,12285,6648,5480,157
703,29-06-2020,Andhra Pradesh,13241,7164,5908,169
704,30-06-2020,Andhra Pradesh,13891,7479,6232,180
705,01-07-2020,Andhra Pradesh,14595,7897,6511,187
706,02-07-2020,Andhra Pradesh,15252,8071,6988,193
707,03-07-2020,Andhra Pradesh,16097,8586,7313,198
708,04-07-2020,Andhra Pradesh,16934,9096,7632,206
709,05-07-2020,Andhra Pradesh,17699,9473,8008,218
710,06-07-2020,Andhra Pradesh,18697,10043,8422,232
711,07-07-2020,Andhra Pradesh,20019,10860,8920,239
712,08-07-2020,Andhra Pradesh,21197,11200,9745,252
713,09-07-2020,Andhra Pradesh,22259,10894,11101,264
714,10-07-2020,Andhra Pradesh,23814,11383,12154,277
715,11-07-2020,Andhra Pradesh,25422,11936,13194,292
716,12-07-2020,Andhra Pradesh,27235,12533,14393,309
717,13-07-2020,Andhra Pradesh,29168,13428,15412,328
718,14-07-2020,Andhra Pradesh,31103,14274,16464,365
719,15-07-2020,Andhra Pradesh,33019,15144,17467,408
720,16-07-2020,Andhra Pradesh,35451,16621,18378,452
721,17-07-2020,Andhra Pradesh,38044,18159,19393,492
722,18-07-2020,Andhra Pradesh,40646,19814,20298,534
723,19-07-2020,Andhra Pradesh,44609,22260,21763,586
724,20-07-2020,Andhra Pradesh,49650,26118,22890,642
725,21-07-2020,Andhra Pradesh,53724,28800,24228,696
726,22-07-2020,Andhra Pradesh,58668,32336,25574,758
727,23-07-2020,Andhra Pradesh,64713,31763,32127,823
728,24-07-2020,Andhra Pradesh,72711,34272,37555,884
729,25-07-2020,Andhra Pradesh,80858,39990,39935,933
730,26-07-2020,Andhra Pradesh,88671,44431,43255,985
731,27-07-2020,Andhra Pradesh,96298,48956,46301,1041
732,28-07-2020,Andhra Pradesh,102349,51701,49558,1090
733,29-07-2020,Andhra Pradesh,110297,56527,52622,1148
734,30-07-2020,Andhra Pradesh,120390,63771,55406,1213
735,31-07-2020,Andhra Pradesh,130557,69252,60024,1281
736,01-08-2020,Andhra Pradesh,140933,75720,63864,1349
737,02-08-2020,Andhra Pradesh,150209,72188,76614,1407
738,03-08-2020,Andhra Pradesh,158764,74404,82886,1474
739,04-08-2020,Andhra Pradesh,166586,76377,88672,1537
740,05-08-2020,Andhra Pradesh,176333,79104,95625,1604
741,06-08-2020,Andhra Pradesh,186461,80426,104354,1681
742,07-08-2020,Andhra Pradesh,196789,82166,112870,1753
743,08-08-2020,Andhra Pradesh,206960,84654,120464,1842
744,09-08-2020,Andhra Pradesh,217040,85486,129615,1939
745,10-08-2020,Andhra Pradesh,227860,87112,138712,2036
746,11-08-2020,Andhra Pradesh,235525,87773,145636,2116
747,12-08-2020,Andhra Pradesh,244549,87597,154749,2203
748,13-08-2020,Andhra Pradesh,254146,90425,161425,2296
749,14-08-2020,Andhra Pradesh,264142,90780,170984,2378
750,15-08-2020,Andhra Pradesh,273085,89907,180703,2475
751,16-08-2020,Andhra Pradesh,281817,88138,191117,2562
752,17-08-2020,Andhra Pradesh,289829,85945,201234,2650
753,18-08-2020,Andhra Pradesh,296609,84777,209100,2732
754,19-08-2020,Andhra Pradesh,306261,85130,218311,2820
755,20-08-2020,Andhra Pradesh,316003,86725,226372,2906
756,21-08-2020,Andhra Pradesh,325396,87177,235218,3001
757,22-08-2020,Andhra Pradesh,334940,87803,244045,3092
758,23-08-2020,Andhra Pradesh,345216,89389,252638,3189
759,24-08-2020,Andhra Pradesh,353111,89742,260087,3282
760,25-08-2020,Andhra Pradesh,361712,89516,268828,3368
761,26-08-2020,Andhra Pradesh,371639,89932,278247,3460
762,27-08-2020,Andhra Pradesh,382469,92208,286720,3541
763,28-08-2020,Andhra Pradesh,393090,94209,295248,3633
764,29-08-2020,Andhra Pradesh,403616,96191,303711,3714
765,30-08-2020,Andhra Pradesh,414164,97681,312687,3796
766,31-08-2020,Andhra Pradesh,424767,99129,321754,3884
767,01-09-2020,Andhra Pradesh,434771,100276,330526,3969
768,02-09-2020,Andhra Pradesh,445139,101210,339876,4053
769,03-09-2020,Andhra Pradesh,455531,103076,348330,4125
770,04-09-2020,Andhra Pradesh,465730,103521,358009,4200
771,05-09-2020,Andhra Pradesh,476506,102067,370163,4276
772,06-09-2020,Andhra Pradesh,487331,100880,382104,4347
773,07-09-2020,Andhra Pradesh,498125,99689,394019,4417
774,08-09-2020,Andhra Pradesh,506493,97932,404074,4487
775,09-09-2020,Andhra Pradesh,517094,96769,415765,4560
776,10-09-2020,Andhra Pradesh,527512,97271,425607,4634
777,11-09-2020,Andhra Pradesh,537687,97338,435647,4702
778,12-09-2020,Andhra Pradesh,547686,96191,446716,4779
779,13-09-2020,Andhra Pradesh,557587,95733,457008,4846
780,14-09-2020,Andhra Pradesh,567123,95072,467139,4912
781,15-09-2020,Andhra Pradesh,575079,93204,476903,4972
782,16-09-2020,Andhra Pradesh,583925,92353,486531,5041
783,17-09-2020,Andhra Pradesh,592760,90279,497376,5105
784,18-09-2020,Andhra Pradesh,601462,88197,508088,5177
785,19-09-2020,Andhra Pradesh,609558,84423,519891,5244
786,20-09-2020,Andhra Pradesh,617776,81763,530711,5302
787,21-09-2020,Andhra Pradesh,625514,78836,541319,5359
788,22-09-2020,Andhra Pradesh,631749,74518,551821,5410
789,23-09-2020,Andhra Pradesh,639302,71465,562376,5461
790,24-09-2020,Andhra Pradesh,646530,70357,570667,5506
791,25-09-2020,Andhra Pradesh,654385,69353,579474,5558
792,26-09-2020,Andhra Pradesh,661458,67683,588169,5606
793,27-09-2020,Andhra Pradesh,668751,65794,597294,5663
794,28-09-2020,Andhra Pradesh,675674,64876,605090,5708
795,29-09-2020,Andhra Pradesh,681161,63116,612300,5745
796,30-09-2020,Andhra Pradesh,687351,59435,622136,5780
797,01-10-2020,Andhra Pradesh,693484,58445,629211,5828
798,02-10-2020,Andhra Pradesh,700235,57858,636508,5869
799,03-10-2020,Andhra Pradesh,706790,56897,643993,5900
800,04-10-2020,Andhra Pradesh,713014,55282,651791,5941
801,05-10-2020,Andhra Pradesh,719256,54400,658875,5981
802,06-10-2020,Andhra Pradesh,723512,51060,666433,6019
803,07-10-2020,Andhra Pradesh,729307,50776,672479,6052
804,08-10-2020,Andhra Pradesh,734427,49513,678828,6086
805,09-10-2020,Andhra Pradesh,739719,48661,684930,6128
806,10-10-2020,Andhra Pradesh,744864,47665,691040,6159
807,11-10-2020,Andhra Pradesh,750517,46624,697699,6194
808,12-10-2020,Andhra Pradesh,755727,46295,703208,6224
809,13-10-2020,Andhra Pradesh,758951,43983,708712,6256
810,14-10-2020,Andhra Pradesh,763573,42855,714427,6291
811,15-10-2020,Andhra Pradesh,767465,41669,719477,6319
812,16-10-2020,Andhra Pradesh,771503,40047,725099,6357
813,17-10-2020,Andhra Pradesh,775470,38979,730109,6382
814,18-10-2020,Andhra Pradesh,779146,37102,735638,6406
815,19-10-2020,Andhra Pradesh,783132,36474,740229,6429
816,20-10-2020,Andhra Pradesh,786050,35065,744532,6453
817,21-10-2020,Andhra Pradesh,789553,33396,749676,6481
818,22-10-2020,Andhra Pradesh,793299,32376,754415,6508
819,23-10-2020,Andhra Pradesh,796919,32257,758138,6524
820,24-10-2020,Andhra Pradesh,800684,31721,762419,6544
821,25-10-2020,Andhra Pradesh,804026,31469,765991,6566
822,26-10-2020,Andhra Pradesh,807023,30860,769576,6587
823,27-10-2020,Andhra Pradesh,808924,28770,773548,6606
824,28-10-2020,Andhra Pradesh,811825,27300,777900,6625
825,29-10-2020,Andhra Pradesh,814774,26622,781509,6643
826,30-10-2020,Andhra Pradesh,817679,26268,784752,6659
827,31-10-2020,Andhra Pradesh,820565,25514,788375,6676
828,01-11-2020,Andhra Pradesh,823348,24575,792083,6690
829,02-11-2020,Andhra Pradesh,825966,23668,795592,6706
830,03-11-2020,Andhra Pradesh,827882,22538,798625,6719
831,04-11-2020,Andhra Pradesh,830731,21672,802325,6734
832,05-11-2020,Andhra Pradesh,833208,21438,805026,6744
833,06-11-2020,Andhra Pradesh,835953,21878,807318,6757
834,07-11-2020,Andhra Pradesh,838363,21825,809770,6768
835,08-11-2020,Andhra Pradesh,840730,21434,812517,6779
836,09-11-2020,Andhra Pradesh,842967,21403,814773,6791
837,10-11-2020,Andhra Pradesh,844359,21235,816322,6802
838,11-11-2020,Andhra Pradesh,846245,20958,818473,6814
839,12-11-2020,Andhra Pradesh,847977,20915,820234,6828
840,13-11-2020,Andhra Pradesh,849705,20857,822011,6837
841,14-11-2020,Andhra Pradesh,851298,20262,824189,6847
842,15-11-2020,Andhra Pradesh,852955,19757,826344,6854
843,16-11-2020,Andhra Pradesh,854011,18659,828484,6868
844,17-11-2020,Andhra Pradesh,854764,17892,829991,6881
845,18-11-2020,Andhra Pradesh,856159,16985,832284,6890
846,19-11-2020,Andhra Pradesh,857395,16516,833980,6899
847,20-11-2020,Andhra Pradesh,858711,16000,835801,6910
848,21-11-2020,Andhra Pradesh,859932,15382,837630,6920
849,22-11-2020,Andhra Pradesh,861092,14770,839395,6927
850,23-11-2020,Andhra Pradesh,862213,14249,841026,6938
851,24-11-2020,Andhra Pradesh,862758,13394,842416,6948
852,25-11-2020,Andhra Pradesh,863843,13024,843863,6956
853,26-11-2020,Andhra Pradesh,864674,12673,845039,6962
854,27-11-2020,Andhra Pradesh,865705,12615,846120,6970
855,28-11-2020,Andhra Pradesh,866438,12137,847325,6976
856,29-11-2020,Andhra Pradesh,867063,11571,848511,6981
