S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
4576,06-10-2020,Jharkhand,88026,10436,76843,747
4577,07-10-2020,Jharkhand,88873,10027,78089,757
4578,08-10-2020,Jharkhand,89702,9759,79176,767
4579,09-10-2020,Jharkhand,90486,9272,80439,775
4580,10-10-2020,Jharkhand,91254,8819,81654,781
4581,11-10-2020,Jharkhand,91951,8362,82805,784
4582,12-10-2020,Jharkhand,92525,8167,83571,787
4583,13-10-2020,Jharkhand,93035,7776,84461,798
4584,14-10-2020,Jharkhand,93736,7617,85314,805
4585,15-10-2020,Jharkhand,94369,7191,86367,811
4586,16-10-2020,Jharkhand,94952,6892,87240,820
4587,17-10-2020,Jharkhand,95425,6543,88058,824
4588,18-10-2020,Jharkhand,95967,6576,88559,832
4589,19-10-2020,Jharkhand,96352,6502,89011,839
4590,20-10-2020,Jharkhand,96842,6220,89780,842
4591,21-10-2020,Jharkhand,97414,6180,90385,849
4592,22-10-2020,Jharkhand,98061,6206,91004,851
4593,23-10-2020,Jharkhand,98610,6122,91629,859
4594,24-10-2020,Jharkhand,99045,6055,92128,862
4595,25-10-2020,Jharkhand,99428,5966,92598,864
4596,26-10-2020,Jharkhand,99686,5844,92976,866
4597,27-10-2020,Jharkhand,99906,5666,93368,872
4598,28-10-2020,Jharkhand,100224,5474,93874,876
4599,29-10-2020,Jharkhand,100569,5363,94326,880
4600,30-10-2020,Jharkhand,100964,5294,94787,883
4601,31-10-2020,Jharkhand,101287,5196,95208,883
4602,01-11-2020,Jharkhand,101761,5302,95575,884
4603,02-11-2020,Jharkhand,102087,5229,95973,885
4604,03-11-2020,Jharkhand,102490,5119,96485,886
4605,04-11-2020,Jharkhand,102887,5021,96975,891
4606,05-11-2020,Jharkhand,103188,4814,97480,894
4607,06-11-2020,Jharkhand,103543,4685,97964,894
4608,07-11-2020,Jharkhand,103899,4639,98365,895
4609,08-11-2020,Jharkhand,104239,4566,98776,897
4610,09-11-2020,Jharkhand,104442,4471,99074,897
4611,10-11-2020,Jharkhand,104688,4251,99532,905
4612,11-11-2020,Jharkhand,104940,4042,99988,910
4613,12-11-2020,Jharkhand,105224,4009,100302,913
4614,13-11-2020,Jharkhand,105493,3668,100908,917
4615,14-11-2020,Jharkhand,105781,3291,101569,921
4616,15-11-2020,Jharkhand,105935,3116,101897,922
4617,16-11-2020,Jharkhand,106064,2952,102188,924
4618,17-11-2020,Jharkhand,106230,2754,102548,928
4619,18-11-2020,Jharkhand,106491,2669,102891,931
4620,19-11-2020,Jharkhand,106742,2637,103171,934
4621,20-11-2020,Jharkhand,106972,2600,103435,937
4622,21-11-2020,Jharkhand,107157,2594,103624,939
4623,22-11-2020,Jharkhand,107332,2430,103957,945
4624,23-11-2020,Jharkhand,107469,2289,104229,951
4625,24-11-2020,Jharkhand,107688,2202,104533,953
4626,25-11-2020,Jharkhand,107921,2242,104724,955
4627,26-11-2020,Jharkhand,108158,2160,105040,958
4628,27-11-2020,Jharkhand,108388,2169,105258,961
4629,28-11-2020,Jharkhand,108577,2162,105453,962
4630,29-11-2020,Jharkhand,108786,2154,105669,963
4631,30-11-2020,Jharkhand,108984,2138,105883,963
4632,01-12-2020,Jharkhand,109151,2016,106171,964
4633,02-12-2020,Jharkhand,109332,1965,106398,969
4634,03-12-2020,Jharkhand,109538,1907,106660,971
4635,04-12-2020,Jharkhand,109771,1926,106868,977
4636,05-12-2020,Jharkhand,109990,1938,107074,978
4637,06-12-2020,Jharkhand,110186,1845,107362,979
4638,07-12-2020,Jharkhand,110278,1796,107496,986
4639,08-12-2020,Jharkhand,110457,1759,107710,988
4640,09-12-2020,Jharkhand,110639,1753,107898,988
4641,10-12-2020,Jharkhand,110830,1739,108100,991
4642,11-12-2020,Jharkhand,111003,1690,108320,993
4643,12-12-2020,Jharkhand,111177,1694,108488,995
4644,13-12-2020,Jharkhand,111366,1610,108761,995
4645,14-12-2020,Jharkhand,111510,1571,108940,999
4646,15-12-2020,Jharkhand,111722,1581,109141,1000
4647,17-12-2020,Jharkhand,112121,1585,109532,1004
4648,18-12-2020,Jharkhand,112332,1629,109696,1007
4649,19-12-2020,Jharkhand,112606,1707,109891,1008
4650,20-12-2020,Jharkhand,112853,1718,110125,1010
4651,21-12-2020,Jharkhand,113025,1708,110307,1010
4652,22-12-2020,Jharkhand,113198,1675,110512,1011
4653,23-12-2020,Jharkhand,113407,1635,110758,1014
4654,24-12-2020,Jharkhand,113609,1633,110962,1014
4655,25-12-2020,Jharkhand,113786,1595,111175,1016
4656,26-12-2020,Jharkhand,113954,1587,111351,1016
4657,27-12-2020,Jharkhand,114146,1598,111530,1018
4658,28-12-2020,Jharkhand,114268,1585,111664,1019
4659,29-12-2020,Jharkhand,114420,1582,111818,1020
4660,30-12-2020,Jharkhand,114650,1604,112021,1025
4661,31-12-2020,Jharkhand,114873,1640,112206,1027
4662,03-01-2121,Jharkhand,115392,1624,112734,1034
4663,04-01-2121,Jharkhand,115529,1601,112893,1035
4664,05-01-2121,Jharkhand,115689,1528,113125,1036
4665,06-01-2121,Jharkhand,115840,1422,113380,1038
4666,07-01-2121,Jharkhand,116034,1449,113545,1040
4667,08-01-2121,Jharkhand,116229,1448,113740,1041
4668,09-01-2121,Jharkhand,116436,1465,113928,1043
4669,10-01-2121,Jharkhand,116672,1494,114133,1045
4670,11-01-2121,Jharkhand,116817,1468,114302,1047
4671,12-01-2121,Jharkhand,116961,1382,114531,1048
4672,12-03-2020,Karnataka,4,4,0,0
4673,13-03-2020,Karnataka,5,4,0,1
4674,14-03-2020,Karnataka,6,5,0,1
4675,15-03-2020,Karnataka,6,5,0,1
4676,16-03-2020,Karnataka,6,5,0,1
4677,17-03-2020,Karnataka,11,10,0,1
4678,18-03-2020,Karnataka,11,10,0,1
4679,19-03-2020,Karnataka,14,13,0,1
4680,20-03-2020,Karnataka,15,14,0,1
4681,21-03-2020,Karnataka,15,13,1,1
4682,22-03-2020,Karnataka,26,23,2,1
4683,23-03-2020,Karnataka,33,30,2,1
4684,24-03-2020,Karnataka,37,34,2,1
4685,25-03-2020,Karnataka,37,33,3,1
4686,26-03-2020,Karnataka,41,37,3,1
4687,27-03-2020,Karnataka,55,50,3,2
4688,28-03-2020,Karnataka,55,50,3,2
4689,29-03-2020,Karnataka,76,68,5,3
4690,30-03-2020,Karnataka,80,72,5,3
4691,31-03-2020,Karnataka,83,75,5,3
4692,01-04-2020,Karnataka,101,90,8,3
4693,02-04-2020,Karnataka,110,98,9,3
4694,03-04-2020,Karnataka,124,111,10,3
4695,04-04-2020,Karnataka,128,113,12,3
4696,05-04-2020,Karnataka,144,128,12,4
4697,06-04-2020,Karnataka,151,135,12,4
4698,07-04-2020,Karnataka,151,135,12,4
4699,08-04-2020,Karnataka,175,146,25,4
4700,09-04-2020,Karnataka,181,148,28,5
4701,10-04-2020,Karnataka,181,148,28,5
4702,11-04-2020,Karnataka,207,170,31,6
4703,12-04-2020,Karnataka,214,171,37,6
4704,13-04-2020,Karnataka,232,169,57,6
4705,14-04-2020,Karnataka,247,182,59,6
4706,15-04-2020,Karnataka,260,179,71,10
4707,16-04-2020,Karnataka,279,187,80,12
4708,17-04-2020,Karnataka,315,220,82,13
4709,18-04-2020,Karnataka,359,257,89,13
4710,19-04-2020,Karnataka,384,266,104,14
4711,20-04-2020,Karnataka,390,263,111,16
4712,21-04-2020,Karnataka,408,280,112,16
4713,22-04-2020,Karnataka,418,272,129,17
4714,23-04-2020,Karnataka,427,279,131,17
4715,24-04-2020,Karnataka,445,283,145,17
4716,25-04-2020,Karnataka,474,304,152,18
4717,26-04-2020,Karnataka,500,324,158,18
4718,27-04-2020,Karnataka,503,302,182,19
4719,28-04-2020,Karnataka,512,299,193,20
4720,29-04-2020,Karnataka,523,296,207,20
4721,30-04-2020,Karnataka,535,298,216,21
4722,01-05-2020,Karnataka,565,315,229,21
4723,02-05-2020,Karnataka,589,316,251,22
4724,03-05-2020,Karnataka,601,305,271,25
4725,04-05-2020,Karnataka,614,296,293,25
4726,05-05-2020,Karnataka,651,303,321,27
4727,06-05-2020,Karnataka,671,311,331,29
4728,07-05-2020,Karnataka,693,310,354,29
4729,08-05-2020,Karnataka,705,309,366,30
4730,09-05-2020,Karnataka,753,347,376,30
4731,10-05-2020,Karnataka,794,378,386,30
4732,11-05-2020,Karnataka,848,393,424,31
4733,12-05-2020,Karnataka,862,405,426,31
4734,13-05-2020,Karnataka,925,461,433,31
4735,14-05-2020,Karnataka,959,475,451,33
4736,15-05-2020,Karnataka,987,492,460,35
4737,16-05-2020,Karnataka,1056,540,480,36
4738,17-05-2020,Karnataka,1092,560,496,36
4739,18-05-2020,Karnataka,1147,601,509,37
4740,19-05-2020,Karnataka,1246,679,530,37
4741,20-05-2020,Karnataka,1397,813,544,40
4742,21-05-2020,Karnataka,1462,865,556,41
4743,22-05-2020,Karnataka,1605,993,571,41
4744,23-05-2020,Karnataka,1743,1105,597,41
4745,24-05-2020,Karnataka,1959,1309,608,42
4746,25-05-2020,Karnataka,2089,1393,654,42
4747,26-05-2020,Karnataka,2182,1433,705,44
4748,27-05-2020,Karnataka,2283,1491,748,44
4749,28-05-2020,Karnataka,2418,1590,781,47
4750,29-05-2020,Karnataka,2533,1652,834,47
4751,30-05-2020,Karnataka,2781,1839,894,48
4752,31-05-2020,Karnataka,2922,1877,997,48
4753,01-06-2020,Karnataka,3221,1952,1218,51
4754,02-06-2020,Karnataka,3408,2028,1328,52
4755,03-06-2020,Karnataka,3796,2341,1403,52
4756,04-06-2020,Karnataka,4063,2496,1514,53
4757,05-06-2020,Karnataka,4320,2653,1610,57
4758,06-06-2020,Karnataka,4835,3090,1688,57
4759,07-06-2020,Karnataka,5213,3186,1968,59
4760,08-06-2020,Karnataka,5452,3259,2132,61
4761,09-06-2020,Karnataka,5760,3177,2519,64
4762,10-06-2020,Karnataka,5921,3251,2604,66
4763,11-06-2020,Karnataka,6041,3110,2862,69
4764,12-06-2020,Karnataka,6245,3196,2977,72
4765,13-06-2020,Karnataka,6516,2997,3440,79
4766,14-06-2020,Karnataka,6824,3095,3648,81
4767,15-06-2020,Karnataka,7000,2959,3955,86
4768,16-06-2020,Karnataka,7213,2989,4135,89
4769,17-06-2020,Karnataka,7530,2980,4456,94
4770,18-06-2020,Karnataka,7734,2828,4804,102
4771,19-06-2020,Karnataka,7944,2847,4983,114
4772,20-06-2020,Karnataka,8281,2947,5210,124
4773,21-06-2020,Karnataka,8697,3174,5391,132
4774,22-06-2020,Karnataka,9150,3395,5618,137
4775,23-06-2020,Karnataka,9399,3527,5730,142
4776,24-06-2020,Karnataka,9721,3567,6004,150
4777,25-06-2020,Karnataka,10118,3803,6151,164
4778,26-06-2020,Karnataka,10560,3720,6670,170
4779,27-06-2020,Karnataka,11005,3909,6916,180
4780,28-06-2020,Karnataka,11923,4445,7287,191
4781,29-06-2020,Karnataka,13190,5476,7507,207
4782,30-06-2020,Karnataka,14295,6386,7683,226
4783,01-07-2020,Karnataka,15242,7078,7918,246
4784,02-07-2020,Karnataka,16514,8198,8063,253
4785,03-07-2020,Karnataka,18016,9410,8334,272
4786,04-07-2020,Karnataka,19710,10612,8805,293
4787,05-07-2020,Karnataka,21549,11970,9244,335
4788,06-07-2020,Karnataka,23474,13255,9847,372
4789,07-07-2020,Karnataka,25317,14389,10527,401
4790,08-07-2020,Karnataka,26815,15301,11098,416
4791,09-07-2020,Karnataka,28877,16531,11876,470
4792,10-07-2020,Karnataka,31105,17786,12833,486
4793,11-07-2020,Karnataka,33418,19039,13836,543
4794,12-07-2020,Karnataka,36216,20887,14716,613
4795,13-07-2020,Karnataka,38843,22750,15409,684
4796,14-07-2020,Karnataka,41581,24576,16248,757
4797,15-07-2020,Karnataka,44077,25845,17390,842
4798,16-07-2020,Karnataka,47253,27859,18466,928
4799,17-07-2020,Karnataka,51422,30661,19729,1032
4800,18-07-2020,Karnataka,55115,33211,20757,1147
4801,19-07-2020,Karnataka,59652,36637,21775,1240
4802,20-07-2020,Karnataka,63772,39376,23065,1331
4803,21-07-2020,Karnataka,67420,42222,23795,1403
4804,22-07-2020,Karnataka,71069,44146,25459,1464
4805,23-07-2020,Karnataka,75833,47075,27239,1519
4806,24-07-2020,Karnataka,80863,49937,29310,1616
4807,25-07-2020,Karnataka,85870,52799,31347,1724
4808,26-07-2020,Karnataka,90942,55396,33750,1796
4809,27-07-2020,Karnataka,96141,58425,35838,1878
4810,28-07-2020,Karnataka,101465,61827,37685,1953
4811,29-07-2020,Karnataka,107001,64442,40504,2055
4812,30-07-2020,Karnataka,112504,67456,42901,2147
4813,31-07-2020,Karnataka,118632,69708,46694,2230
4814,01-08-2020,Karnataka,124115,72013,49788,2314
4815,02-08-2020,Karnataka,129287,73227,53648,2412
4816,03-08-2020,Karnataka,134819,74598,57725,2496
4817,04-08-2020,Karnataka,139571,74477,62500,2594
4818,05-08-2020,Karnataka,145830,73854,69272,2704
4819,06-08-2020,Karnataka,151449,73966,74679,2804
4820,07-08-2020,Karnataka,158254,75076,80281,2897
4821,08-08-2020,Karnataka,164924,77694,84232,2998
4822,09-08-2020,Karnataka,172102,79773,89238,3091
4823,10-08-2020,Karnataka,178087,80981,93908,3198
4824,11-08-2020,Karnataka,182354,79916,99126,3312
4825,12-08-2020,Karnataka,188611,79614,105599,3398
4826,13-08-2020,Karnataka,196494,80351,112633,3510
4827,14-08-2020,Karnataka,203200,78345,121242,3613
4828,15-08-2020,Karnataka,211108,79209,128182,3717
4829,16-08-2020,Karnataka,219926,81284,134811,3831
4830,17-08-2020,Karnataka,226966,81528,141491,3947
4831,18-08-2020,Karnataka,233283,80659,148562,4062
4832,19-08-2020,Karnataka,240948,79798,156949,4201
4833,20-08-2020,Karnataka,249590,81113,164150,4327
4834,21-08-2020,Karnataka,256975,82165,170381,4429
4835,22-08-2020,Karnataka,264546,83082,176942,4522
4836,23-08-2020,Karnataka,271876,82693,184568,4615
4837,24-08-2020,Karnataka,277814,83567,189564,4683
4838,25-08-2020,Karnataka,283665,81230,197625,4810
4839,26-08-2020,Karnataka,291826,82429,204439,4958
4840,27-08-2020,Karnataka,300406,83627,211688,5091
4841,28-08-2020,Karnataka,309792,85006,219554,5232
4842,29-08-2020,Karnataka,318752,86366,227018,5368
4843,30-08-2020,Karnataka,327076,86465,235128,5483
4844,31-08-2020,Karnataka,335928,88110,242229,5589
4845,01-09-2020,Karnataka,342423,87254,249467,5702
4846,02-09-2020,Karnataka,351481,91018,254626,5837
4847,03-09-2020,Karnataka,361341,94478,260913,5950
4848,04-09-2020,Karnataka,370206,96117,268035,6054
4849,05-09-2020,Karnataka,379486,99120,274196,6170
4850,06-09-2020,Karnataka,389232,99636,283298,6298
4851,07-09-2020,Karnataka,398551,99285,292873,6393
4852,08-09-2020,Karnataka,404324,97020,300770,6534
4853,09-09-2020,Karnataka,412190,96937,308573,6680
4854,10-09-2020,Karnataka,421730,99489,315433,6808
4855,11-09-2020,Karnataka,430947,101556,322454,6937
4856,12-09-2020,Karnataka,440411,98345,334999,7067
4857,13-09-2020,Karnataka,449551,97834,344556,7161
4858,14-09-2020,Karnataka,459445,99222,352958,7265
4859,15-09-2020,Karnataka,467689,98482,361823,7384
4860,16-09-2020,Karnataka,475265,98555,369229,7481
4861,17-09-2020,Karnataka,484990,101645,375809,7536
4862,18-09-2020,Karnataka,494356,103650,383077,7629
4863,19-09-2020,Karnataka,502982,101148,394026,7808
4864,20-09-2020,Karnataka,511346,98583,404841,7922
4865,21-09-2020,Karnataka,519537,98062,413452,8023
4866,22-09-2020,Karnataka,526876,95354,423377,8145
4867,23-09-2020,Karnataka,533850,93172,432450,8228
4868,24-09-2020,Karnataka,540847,94671,437910,8266
4869,25-09-2020,Karnataka,548557,95568,444658,8331
4870,26-09-2020,Karnataka,557212,98493,450302,8417
4871,27-09-2020,Karnataka,566023,101801,455719,8503
4872,28-09-2020,Karnataka,575566,104743,462241,8582
4873,29-09-2020,Karnataka,582458,104067,469750,8641
4874,30-09-2020,Karnataka,592911,107756,476378,8777
4875,01-10-2020,Karnataka,601767,107635,485268,8864
4876,02-10-2020,Karnataka,611837,110431,492412,8994
4877,03-10-2020,Karnataka,620630,112005,499506,9119
4878,04-10-2020,Karnataka,630516,112802,508495,9219
4879,05-10-2020,Karnataka,640661,115593,515782,9286
4880,06-10-2020,Karnataka,647712,115496,522846,9370
4881,07-10-2020,Karnataka,657705,115170,533074,9461
4882,08-10-2020,Karnataka,668652,116172,542906,9574
4883,09-10-2020,Karnataka,679356,117162,552519,9675
4884,10-10-2020,Karnataka,690269,118870,561610,9789
4885,11-10-2020,Karnataka,700786,120948,569947,9891
4886,12-10-2020,Karnataka,710309,120289,580054,9966
4887,13-10-2020,Karnataka,717915,115795,592084,10036
4888,14-10-2020,Karnataka,726106,113478,602505,10123
4889,15-10-2020,Karnataka,735371,114006,611167,10198
4890,16-10-2020,Karnataka,743848,113557,620008,10283
4891,17-10-2020,Karnataka,751390,112446,628588,10356
4892,18-10-2020,Karnataka,758574,110666,637481,10427
4893,19-10-2020,Karnataka,765586,109283,645825,10478
4894,20-10-2020,Karnataka,770604,106233,653829,10542
4895,21-10-2020,Karnataka,776901,103964,662329,10608
4896,22-10-2020,Karnataka,782773,100459,671618,10696
4897,23-10-2020,Karnataka,788551,92946,684835,10770
4898,24-10-2020,Karnataka,793907,89502,693584,10821
4899,25-10-2020,Karnataka,798378,86768,700737,10873
4900,26-10-2020,Karnataka,802817,81069,710843,10905
4901,27-10-2020,Karnataka,805947,75442,719558,10947
4902,28-10-2020,Karnataka,809638,71349,727298,10991
4903,29-10-2020,Karnataka,812784,68180,733558,11046
4904,30-10-2020,Karnataka,816809,64499,741219,11091
4905,31-10-2020,Karnataka,820398,59518,749740,11140
4906,01-11-2020,Karnataka,823412,55036,757208,11168
4907,02-11-2020,Karnataka,827064,50611,765261,11192
4908,03-11-2020,Karnataka,829640,44824,773595,11221
4909,04-11-2020,Karnataka,832396,40414,780735,11247
4910,05-11-2020,Karnataka,835773,35712,788780,11281
4911,06-11-2020,Karnataka,838929,33114,794503,11312
4912,07-11-2020,Karnataka,841889,33338,797204,11347
4913,08-11-2020,Karnataka,844147,33339,799439,11369
4914,09-11-2020,Karnataka,846887,33697,801799,11391
4915,10-11-2020,Karnataka,848850,32955,804485,11410
4916,11-11-2020,Karnataka,851212,31082,808700,11430
4917,12-11-2020,Karnataka,853796,30762,811581,11453
4918,13-11-2020,Karnataka,855912,29489,814949,11474
4919,14-11-2020,Karnataka,857928,28045,818392,11491
4920,15-11-2020,Karnataka,860082,27984,820590,11508
4921,16-11-2020,Karnataka,861647,27165,822953,11529
4922,17-11-2020,Karnataka,862804,26122,825141,11541
4923,18-11-2020,Karnataka,864140,25342,827241,11557
4924,19-11-2020,Karnataka,865931,25165,829188,11578
4925,20-11-2020,Karnataka,867780,25188,830988,11604
4926,21-11-2020,Karnataka,869561,24771,833169,11621
4927,22-11-2020,Karnataka,871342,24733,834968,11641
4928,23-11-2020,Karnataka,873046,24887,836505,11654
4929,24-11-2020,Karnataka,874555,24727,838150,11678
4930,25-11-2020,Karnataka,876425,24631,840099,11695
4931,26-11-2020,Karnataka,878055,24909,841432,11714
4932,27-11-2020,Karnataka,879560,25335,842499,11726
4933,28-11-2020,Karnataka,881086,25398,843950,11738
4934,29-11-2020,Karnataka,882608,24776,846082,11750
4935,30-11-2020,Karnataka,883899,24522,847612,11765
4936,01-12-2020,Karnataka,884897,23298,849821,11778
4937,02-12-2020,Karnataka,886227,23728,850707,11792
4938,03-12-2020,Karnataka,887667,24169,851690,11808
4939,04-12-2020,Karnataka,889113,24708,852584,11821
4940,05-12-2020,Karnataka,890360,25065,853461,11834
4941,06-12-2020,Karnataka,891685,24978,854861,11846
4942,07-12-2020,Karnataka,893006,25400,855750,11856
4943,08-12-2020,Karnataka,894004,24786,857351,11867
4944,09-12-2020,Karnataka,895284,25034,858370,11880
4945,10-12-2020,Karnataka,896563,23075,861588,11900
4946,11-12-2020,Karnataka,897801,19225,866664,11912
4947,12-12-2020,Karnataka,899011,18612,868471,11928
4948,13-12-2020,Karnataka,900214,18273,870002,11939
4949,14-12-2020,Karnataka,901410,17428,872038,11944
4950,15-12-2020,Karnataka,902240,16084,874202,11954
4951,17-12-2020,Karnataka,904665,15495,877199,11971
4952,18-12-2020,Karnataka,905901,15224,878696,11981
4953,19-12-2020,Karnataka,907123,15399,879735,11989
4954,20-12-2020,Karnataka,908275,14389,881882,12004
4955,21-12-2020,Karnataka,909469,14516,882944,12009
4956,22-12-2020,Karnataka,910241,14020,884205,12016
4957,23-12-2020,Karnataka,911382,14012,885341,12029
4958,24-12-2020,Karnataka,912340,13755,886547,12038
4959,25-12-2020,Karnataka,913483,13629,887815,12039
4960,26-12-2020,Karnataka,914488,13527,888917,12044
4961,27-12-2020,Karnataka,915345,13413,889881,12051
4962,28-12-2020,Karnataka,916256,13099,891095,12062
4963,29-12-2020,Karnataka,916909,12566,892273,12070
4964,30-12-2020,Karnataka,917571,11880,893617,12074
4965,31-12-2020,Karnataka,918544,11629,894834,12081
4966,03-01-2121,Karnataka,921128,10853,898176,12099
4967,04-01-2121,Karnataka,921938,10912,898919,12107
4968,05-01-2121,Karnataka,922538,10226,900202,12110
4969,06-01-2121,Karnataka,923353,9656,901579,12118
4970,07-01-2121,Karnataka,924137,9196,902817,12124
4971,08-01-2121,Karnataka,924898,9138,903629,12131
4972,09-01-2121,Karnataka,925868,9448,904286,12134
4973,10-01-2121,Karnataka,926767,9471,905158,12138
4974,11-01-2121,Karnataka,927559,9668,905751,12140
4975,12-01-2121,Karnataka,928055,9363,906548,12144
4976,12-03-2020,Kerala,17,14,3,0
4977,13-03-2020,Kerala,17,14,3,0
4978,14-03-2020,Kerala,19,16,3,0
4979,15-03-2020,Kerala,22,19,3,0
4980,16-03-2020,Kerala,23,20,3,0
4981,17-03-2020,Kerala,26,23,3,0
4982,18-03-2020,Kerala,27,24,3,0
4983,19-03-2020,Kerala,27,24,3,0
4984,20-03-2020,Kerala,28,25,3,0
4985,21-03-2020,Kerala,40,37,3,0
4986,22-03-2020,Kerala,52,49,3,0
4987,23-03-2020,Kerala,67,64,3,0
4988,24-03-2020,Kerala,95,91,4,0
4989,25-03-2020,Kerala,95,91,4,0
4990,26-03-2020,Kerala,118,114,4,0
4991,27-03-2020,Kerala,137,126,11,0
4992,28-03-2020,Kerala,176,165,11,0
4993,29-03-2020,Kerala,182,166,15,1
4994,30-03-2020,Kerala,194,174,19,1
4995,31-03-2020,Kerala,234,214,19,1
4996,01-04-2020,Kerala,241,216,23,2
4997,02-04-2020,Kerala,265,238,25,2
4998,03-04-2020,Kerala,286,257,27,2
4999,04-04-2020,Kerala,295,252,41,2
5000,05-04-2020,Kerala,306,255,49,2
5001,06-04-2020,Kerala,314,257,55,2
5002,07-04-2020,Kerala,327,267,58,2
5003,08-04-2020,Kerala,336,264,70,2
5004,09-04-2020,Kerala,345,260,83,2
5005,10-04-2020,Kerala,357,259,96,2
5006,11-04-2020,Kerala,364,239,123,2
5007,12-04-2020,Kerala,364,239,123,2
5008,13-04-2020,Kerala,376,195,179,2
5009,14-04-2020,Kerala,379,178,198,3
5010,15-04-2020,Kerala,387,173,211,3
5011,16-04-2020,Kerala,388,167,218,3
5012,17-04-2020,Kerala,395,147,245,3
5013,18-04-2020,Kerala,396,138,255,3
5014,19-04-2020,Kerala,400,140,257,3
5015,20-04-2020,Kerala,402,129,270,3
5016,21-04-2020,Kerala,408,114,291,3
5017,22-04-2020,Kerala,427,117,307,3
5018,23-04-2020,Kerala,438,112,323,3
5019,24-04-2020,Kerala,447,120,324,3
5020,25-04-2020,Kerala,450,116,331,3
5021,26-04-2020,Kerala,457,115,338,4
5022,27-04-2020,Kerala,458,116,338,4
5023,28-04-2020,Kerala,481,122,355,4
5024,29-04-2020,Kerala,485,122,359,4
5025,30-04-2020,Kerala,495,122,369,4
5026,01-05-2020,Kerala,497,110,383,4
5027,02-05-2020,Kerala,497,101,392,4
5028,03-05-2020,Kerala,499,95,400,4
5029,04-05-2020,Kerala,500,95,401,4
5030,05-05-2020,Kerala,500,34,462,4
5031,06-05-2020,Kerala,502,36,462,4
5032,07-05-2020,Kerala,503,30,469,4
5033,08-05-2020,Kerala,503,25,474,4
5034,09-05-2020,Kerala,503,15,484,4
5035,10-05-2020,Kerala,505,16,485,4
5036,11-05-2020,Kerala,512,19,489,4
5037,12-05-2020,Kerala,519,26,489,4
5038,13-05-2020,Kerala,524,31,489,4
5039,14-05-2020,Kerala,534,40,490,4
5040,15-05-2020,Kerala,560,65,491,4
5041,16-05-2020,Kerala,576,80,492,4
5042,17-05-2020,Kerala,587,88,495,4
5043,18-05-2020,Kerala,601,100,497,4
5044,19-05-2020,Kerala,630,129,497,4
5045,20-05-2020,Kerala,642,141,497,4
5046,21-05-2020,Kerala,666,160,502,4
5047,22-05-2020,Kerala,690,176,510,4
5048,23-05-2020,Kerala,732,216,512,4
5049,24-05-2020,Kerala,795,276,515,4
5050,25-05-2020,Kerala,847,322,521,4
5051,26-05-2020,Kerala,896,359,532,5
5052,27-05-2020,Kerala,963,415,542,6
5053,28-05-2020,Kerala,1004,445,552,7
5054,29-05-2020,Kerala,1088,526,555,7
5055,30-05-2020,Kerala,1150,577,565,8
5056,31-05-2020,Kerala,1208,624,575,9
5057,01-06-2020,Kerala,1269,670,590,9
5058,02-06-2020,Kerala,1326,708,608,10
5059,03-06-2020,Kerala,1412,774,627,11
5060,04-06-2020,Kerala,1494,832,651,11
5061,05-06-2020,Kerala,1588,884,690,14
5062,06-06-2020,Kerala,1699,973,712,14
5063,07-06-2020,Kerala,1807,1030,762,15
5064,08-06-2020,Kerala,1914,1096,803,15
5065,09-06-2020,Kerala,2005,1175,814,16
5066,10-06-2020,Kerala,2096,1232,848,16
5067,11-06-2020,Kerala,2161,1238,905,18
5068,12-06-2020,Kerala,2244,1258,968,18
5069,13-06-2020,Kerala,2322,1303,1000,19
5070,14-06-2020,Kerala,2407,1342,1046,19
5071,15-06-2020,Kerala,2461,1340,1102,19
5072,16-06-2020,Kerala,2543,1348,1175,20
5073,17-06-2020,Kerala,2622,1366,1236,20
5074,18-06-2020,Kerala,2697,1351,1326,20
5075,19-06-2020,Kerala,2794,1358,1415,21
5076,20-06-2020,Kerala,2912,1380,1511,21
5077,21-06-2020,Kerala,3039,1450,1568,21
5078,22-06-2020,Kerala,3172,1490,1661,21
5079,23-06-2020,Kerala,3310,1540,1749,21
5080,24-06-2020,Kerala,3451,1620,1809,22
5081,25-06-2020,Kerala,3603,1693,1888,22
5082,26-06-2020,Kerala,3726,1761,1943,22
5083,27-06-2020,Kerala,3876,1846,2008,22
5084,28-06-2020,Kerala,4071,1939,2110,22
5085,29-06-2020,Kerala,4189,2015,2152,22
5086,30-06-2020,Kerala,4189,2015,2152,22
5087,01-07-2020,Kerala,4442,2112,2306,24
5088,02-07-2020,Kerala,4593,2130,2439,24
5089,03-07-2020,Kerala,4753,2088,2640,25
5090,04-07-2020,Kerala,4964,2098,2841,25
5091,05-07-2020,Kerala,5204,2131,3048,25
5092,06-07-2020,Kerala,5429,2230,3174,25
5093,07-07-2020,Kerala,5622,2254,3341,27
5094,08-07-2020,Kerala,5894,2415,3452,27
5095,09-07-2020,Kerala,6195,2609,3559,27
5096,10-07-2020,Kerala,6534,2799,3708,27
5097,11-07-2020,Kerala,6950,3103,3820,27
5098,12-07-2020,Kerala,7438,3446,3963,29
5099,13-07-2020,Kerala,7873,3747,4095,31
5100,14-07-2020,Kerala,8322,4032,4257,33
5101,15-07-2020,Kerala,8930,4458,4438,34
5102,16-07-2020,Kerala,9553,4884,4634,35
5103,17-07-2020,Kerala,10275,5376,4862,37
